Season,Player,GP,GS,Minutes,FGM,FGA,3PT,3PTA,FTM,FTA,PTS,OREB,DREB,REB,PF,AST,TO,STL,BLK,FG%,3PT%,FT%,MIN/G,PTS/G,REB/G
2013-14,"Engelbert, Cami",31,31.0,760,86.0,186,4,21,32.0,60,208.0,57,84,141.0,66.0,46.0,53,12,5.0,0.46236559139784944,0.19047619047619047,0.5333333333333333,24.516129032258064,6.709677419354839,4.548387096774194
2013-14,"Gillespie, Breahna",31,31.0,763,56.0,157,14,52,25.0,38,151.0,42,111,153.0,66.0,61.0,76,36,7.0,0.35668789808917195,0.2692307692307692,0.6578947368421053,24.612903225806452,4.870967741935484,4.935483870967742
2013-14,"Griffith, Amara",6,0.0,23,0.0,3,0,1,0.0,2,0.0,0,1,1.0,4.0,1.0,0,1,0.0,0.0,0.0,0.0,3.8333333333333335,0.0,0.16666666666666666
2013-14,"Jefferson, Whitney",31,31.0,826,22.0,98,8,45,36.0,71,88.0,19,73,92.0,52.0,67.0,95,27,0.0,0.22448979591836735,0.17777777777777778,0.5070422535211268,26.64516129032258,2.838709677419355,2.967741935483871
2013-14,"Short, Chandler",31,0.0,598,69.0,196,29,95,52.0,74,219.0,25,42,67.0,65.0,34.0,60,19,5.0,0.3520408163265306,0.30526315789473685,0.7027027027027027,19.29032258064516,7.064516129032258,2.161290322580645
2013-14,"Smart, Sunny",31,0.0,666,69.0,223,50,158,46.0,56,234.0,24,99,123.0,42.0,43.0,43,23,5.0,0.3094170403587444,0.31645569620253167,0.8214285714285714,21.483870967741936,7.548387096774194,3.967741935483871
2013-14,"Tejero, Brenda",7,0.0,24,4.0,6,4,6,1.0,3,13.0,0,1,1.0,5.0,1.0,1,0,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,3.4285714285714284,1.8571428571428572,0.14285714285714285
2013-14,"White, Riley",26,0.0,290,18.0,48,0,0,23.0,40,59.0,20,52,72.0,39.0,7.0,28,7,8.0,0.375,,0.575,11.153846153846153,2.269230769230769,2.769230769230769
2013-14,"Wilburn, Trachell",9,0.0,31,1.0,2,0,0,1.0,4,3.0,2,2,4.0,5.0,0.0,3,3,0.0,0.5,,0.25,3.4444444444444446,0.3333333333333333,0.4444444444444444
2012-13,"Ast, Jill",6,0.0,23,1.0,9,0,2,2.0,2,4.0,5,3,8.0,2.0,1.0,1,0,0.0,0.1111111111111111,0.0,1.0,3.8333333333333335,0.6666666666666666,1.3333333333333333
2012-13,"Brewster, Ali",29,29.0,822,70.0,230,14,59,96.0,149,250.0,34,89,123.0,60.0,66.0,87,43,3.0,0.30434782608695654,0.23728813559322035,0.6442953020134228,28.344827586206897,8.620689655172415,4.241379310344827
2012-13,"Brown, Bailey",29,18.0,671,50.0,159,18,60,85.0,113,203.0,25,45,70.0,60.0,36.0,65,21,1.0,0.31446540880503143,0.3,0.7522123893805309,23.137931034482758,7.0,2.413793103448276
2012-13,"Chambers, Madison",29,26.0,796,81.0,209,6,33,35.0,65,203.0,60,118,178.0,55.0,47.0,54,54,3.0,0.3875598086124402,0.18181818181818182,0.5384615384615384,27.448275862068964,7.0,6.137931034482759
2012-13,"Chaney, Natasha",4,0.0,11,2.0,3,0,0,0.0,0,4.0,0,0,0.0,0.0,0.0,0,3,1.0,0.6666666666666666,,,2.75,1.0,0.0
2012-13,"Cooper, Beth",29,0.0,452,48.0,117,9,26,13.0,17,118.0,10,51,61.0,26.0,44.0,55,15,3.0,0.41025641025641024,0.34615384615384615,0.7647058823529411,15.586206896551724,4.068965517241379,2.103448275862069
2012-13,"Cramer, Kaylee",29,29.0,684,83.0,203,4,30,46.0,57,216.0,53,93,146.0,60.0,38.0,32,25,9.0,0.4088669950738916,0.13333333333333333,0.8070175438596491,23.586206896551722,7.448275862068965,5.0344827586206895
2012-13,"Eisenhour, Cheyenne",28,28.0,748,61.0,166,24,80,63.0,97,209.0,27,99,126.0,91.0,51.0,59,39,4.0,0.3674698795180723,0.3,0.6494845360824743,26.714285714285715,7.464285714285714,4.5
2012-13,"Engelbert, Cami",27,0.0,412,48.0,91,4,7,21.0,34,121.0,45,44,89.0,43.0,16.0,37,6,0.0,0.5274725274725275,0.5714285714285714,0.6176470588235294,15.25925925925926,4.481481481481482,3.2962962962962963
2012-13,"Gillespie, Breahna",17,0.0,156,14.0,44,1,8,7.0,12,36.0,11,20,31.0,17.0,6.0,17,6,0.0,0.3181818181818182,0.125,0.5833333333333334,9.176470588235293,2.1176470588235294,1.8235294117647058
2012-13,"Harrold, Krushanda",8,0.0,56,7.0,19,0,0,1.0,2,15.0,1,23,24.0,9.0,1.0,7,3,1.0,0.3684210526315789,,0.5,7.0,1.875,3.0
2012-13,"Jefferson, Whitney",7,0.0,17,0.0,5,0,4,0.0,0,0.0,1,3,4.0,0.0,3.0,3,1,0.0,0.0,0.0,,2.4285714285714284,0.0,0.5714285714285714
2012-13,"Pittas, Brittany",11,11.0,321,72.0,164,33,75,17.0,19,194.0,10,24,34.0,22.0,8.0,36,15,1.0,0.43902439024390244,0.44,0.8947368421052632,29.181818181818183,17.636363636363637,3.090909090909091
2012-13,"Puttergill, Tayler",20,4.0,365,67.0,188,10,46,27.0,41,171.0,33,94,127.0,45.0,7.0,40,11,5.0,0.35638297872340424,0.21739130434782608,0.6585365853658537,18.25,8.55,6.35
2012-13,"Savage, Chelsea",9,0.0,48,7.0,29,4,18,8.0,12,26.0,0,2,2.0,1.0,3.0,0,2,0.0,0.2413793103448276,0.2222222222222222,0.6666666666666666,5.333333333333333,2.888888888888889,0.2222222222222222
2012-13,"Short, Chandler",28,0.0,295,23.0,87,11,46,17.0,25,74.0,8,29,37.0,35.0,14.0,17,6,0.0,0.26436781609195403,0.2391304347826087,0.68,10.535714285714286,2.642857142857143,1.3214285714285714
2012-13,"Verdieck, Tori",2,0.0,4,0.0,1,0,0,0.0,0,0.0,0,0,0.0,2.0,0.0,0,0,0.0,0.0,,,2.0,0.0,0.0
2011-12,"Brewster, Ali",29,0.0,385,26.0,77,6,15,40.0,61,98.0,27,31,58.0,44.0,28.0,51,27,2.0,0.33766233766233766,0.4,0.6557377049180327,13.275862068965518,3.3793103448275863,2.0
2011-12,"Chambers, Madison",29,29.0,767,67.0,173,3,19,34.0,53,171.0,62,95,157.0,45.0,75.0,59,56,9.0,0.3872832369942196,0.15789473684210525,0.6415094339622641,26.448275862068964,5.896551724137931,5.413793103448276
2011-12,"Cramer, Kaylee",29,1.0,650,48.0,133,2,8,29.0,41,127.0,52,118,170.0,63.0,46.0,43,38,13.0,0.3609022556390977,0.25,0.7073170731707317,22.413793103448278,4.379310344827586,5.862068965517241
2011-12,"Ellis, Stephanie",1,0.0,1,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,,,,1.0,0.0,0.0
2011-12,"Frey, Elice",29,29.0,710,122.0,277,0,1,57.0,92,301.0,65,111,176.0,87.0,20.0,48,35,62.0,0.4404332129963899,0.0,0.6195652173913043,24.482758620689655,10.379310344827585,6.068965517241379
2011-12,"Gillespie, Breahna",5,0.0,27,2.0,5,0,0,3.0,5,7.0,5,3,8.0,2.0,1.0,1,0,1.0,0.4,,0.6,5.4,1.4,1.6
2011-12,"Gillespie, Sierra",7,1.0,28,2.0,6,0,2,3.0,7,7.0,5,4,9.0,8.0,2.0,8,1,0.0,0.3333333333333333,0.0,0.42857142857142855,4.0,1.0,1.2857142857142858
2011-12,"Green, Brittany",1,0.0,3,0.0,1,0,0,1.0,2,1.0,0,0,0.0,3.0,0.0,1,0,0.0,0.0,,0.5,3.0,1.0,0.0
2011-12,"Harrold, Krushanda",4,0.0,44,8.0,22,0,0,3.0,6,19.0,4,11,15.0,8.0,1.0,3,1,2.0,0.36363636363636365,,0.5,11.0,4.75,3.75
2011-12,"Heeke, Becca",7,0.0,41,6.0,9,0,0,1.0,5,13.0,7,9,16.0,7.0,0.0,5,5,2.0,0.6666666666666666,,0.2,5.857142857142857,1.8571428571428572,2.2857142857142856
2011-12,"Jernigan, Kayla",16,0.0,143,13.0,35,7,23,1.0,2,34.0,4,12,16.0,9.0,6.0,22,1,2.0,0.37142857142857144,0.30434782608695654,0.5,8.9375,2.125,1.0
2011-12,"Peters, Taylor",1,0.0,3,0.0,3,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,1,0.0,0.0,,,3.0,0.0,0.0
2011-12,"Pittas, Brittany",27,5.0,611,108.0,300,46,147,54.0,73,316.0,22,39,61.0,46.0,30.0,50,38,3.0,0.36,0.3129251700680272,0.7397260273972602,22.62962962962963,11.703703703703704,2.259259259259259
2011-12,"Porter, Kt",29,23.0,718,139.0,331,34,100,45.0,66,357.0,18,46,64.0,55.0,48.0,91,46,4.0,0.4199395770392749,0.34,0.6818181818181818,24.75862068965517,12.310344827586206,2.206896551724138
2011-12,"Puttergill, Tayler",29,27.0,606,105.0,269,10,42,47.0,71,267.0,48,105,153.0,72.0,22.0,62,22,8.0,0.3903345724907063,0.23809523809523808,0.6619718309859155,20.896551724137932,9.206896551724139,5.275862068965517
2011-12,"Schrag, Taylor",23,0.0,239,9.0,43,1,10,20.0,30,39.0,7,25,32.0,18.0,9.0,20,14,2.0,0.20930232558139536,0.1,0.6666666666666666,10.391304347826088,1.6956521739130435,1.391304347826087
2011-12,"Slater, Whitney",6,1.0,29,3.0,13,1,6,0.0,2,7.0,1,5,6.0,3.0,3.0,5,0,0.0,0.23076923076923078,0.16666666666666666,0.0,4.833333333333333,1.1666666666666667,1.0
2011-12,"Verdieck, Tori",12,0.0,87,5.0,12,0,0,6.0,12,16.0,5,14,19.0,17.0,2.0,12,3,6.0,0.4166666666666667,,0.5,7.25,1.3333333333333333,1.5833333333333333
2011-12,"Weisenburger, Brooke",29,29.0,695,41.0,125,8,47,36.0,46,126.0,26,60,86.0,54.0,57.0,66,24,1.0,0.328,0.1702127659574468,0.782608695652174,23.96551724137931,4.344827586206897,2.9655172413793105
2010-11,"Carman, Kadie",1,1.0,17,2.0,4,2,3,0.0,0,6.0,0,1,1.0,1.0,4.0,0,0,0.0,0.5,0.6666666666666666,,17.0,6.0,1.0
2010-11,"Chambers, Madison",28,20.0,795,65.0,196,1,20,41.0,76,172.0,53,95,148.0,49.0,44.0,84,54,9.0,0.33163265306122447,0.05,0.5394736842105263,28.392857142857142,6.142857142857143,5.285714285714286
2010-11,"Chaney, Natasha",21,0.0,239,23.0,83,7,10,9.0,15,62.0,14,29,43.0,29.0,7.0,10,11,1.0,0.27710843373493976,0.7,0.6,11.380952380952381,2.9523809523809526,2.0476190476190474
2010-11,"Coberly, Jacee",14,2.0,110,3.0,37,1,10,6.0,10,13.0,9,9,18.0,10.0,7.0,16,5,0.0,0.08108108108108109,0.1,0.6,7.857142857142857,0.9285714285714286,1.2857142857142858
2010-11,"Davis, Tonya",1,1.0,3,1.0,2,0,0,2.0,2,4.0,1,0,1.0,3.0,0.0,0,2,0.0,0.5,,1.0,3.0,4.0,1.0
2010-11,"Fields, Bria",1,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,,,,0.0,0.0,0.0
2010-11,"Fleming, Amanda",7,0.0,26,0.0,4,0,4,0.0,0,0.0,3,4,7.0,3.0,2.0,1,0,1.0,0.0,0.0,,3.7142857142857144,0.0,1.0
2010-11,"Florian, Brandi",19,0.0,179,16.0,40,0,0,16.0,20,48.0,25,21,46.0,22.0,1.0,7,7,0.0,0.4,,0.8,9.421052631578947,2.526315789473684,2.4210526315789473
2010-11,"Frey, Elice",28,27.0,633,93.0,208,0,0,48.0,88,234.0,59,106,165.0,75.0,14.0,57,21,21.0,0.44711538461538464,,0.5454545454545454,22.607142857142858,8.357142857142858,5.892857142857143
2010-11,"Frost, Amanda",1,0.0,20,8.0,10,0,0,6.0,6,22.0,5,6,11.0,1.0,2.0,1,0,2.0,0.8,,1.0,20.0,22.0,11.0
2010-11,"Gillespie, Breahna",26,4.0,365,31.0,92,1,7,21.0,40,84.0,33,46,79.0,36.0,11.0,30,15,3.0,0.33695652173913043,0.14285714285714285,0.525,14.038461538461538,3.230769230769231,3.0384615384615383
2010-11,"Gillespie, Sierra",27,2.0,435,24.0,88,14,38,17.0,37,79.0,25,29,54.0,54.0,28.0,47,18,0.0,0.2727272727272727,0.3684210526315789,0.4594594594594595,16.11111111111111,2.925925925925926,2.0
2010-11,"Lippert, Laura",1,0.0,20,3.0,10,2,4,0.0,0,8.0,3,4,7.0,1.0,5.0,1,2,0.0,0.3,0.5,,20.0,8.0,7.0
2010-11,"Mims, Micha",1,1.0,19,5.0,9,4,6,1.0,1,15.0,1,4,5.0,0.0,3.0,4,2,0.0,0.5555555555555556,0.6666666666666666,1.0,19.0,15.0,5.0
2010-11,"Ozbun, Kristen",28,27.0,959,132.0,385,43,118,82.0,128,389.0,32,89,121.0,58.0,56.0,90,36,7.0,0.34285714285714286,0.3644067796610169,0.640625,34.25,13.892857142857142,4.321428571428571
2010-11,"Reis, Lindsey",1,1.0,21,4.0,8,1,4,3.0,3,12.0,0,2,2.0,1.0,2.0,0,2,0.0,0.5,0.25,1.0,21.0,12.0,2.0
2010-11,"Slater, Whitney",25,8.0,371,19.0,102,2,33,18.0,22,58.0,25,32,57.0,26.0,28.0,52,17,0.0,0.18627450980392157,0.06060606060606061,0.8181818181818182,14.84,2.32,2.28
2010-11,"Sloan, Brooke",19,0.0,141,15.0,81,14,70,3.0,6,47.0,3,10,13.0,6.0,5.0,9,4,0.0,0.18518518518518517,0.2,0.5,7.421052631578948,2.473684210526316,0.6842105263157895
2010-11,"Verdieck, Tori",23,19.0,436,37.0,85,0,0,57.0,80,131.0,42,65,107.0,78.0,1.0,34,10,17.0,0.43529411764705883,,0.7125,18.956521739130434,5.695652173913044,4.6521739130434785
2010-11,"Weisenburger, Brooke",27,27.0,861,55.0,222,23,111,51.0,73,184.0,31,84,115.0,68.0,70.0,95,37,7.0,0.24774774774774774,0.2072072072072072,0.6986301369863014,31.88888888888889,6.814814814814815,4.2592592592592595
2009-10,"Arpin, Jessica",8,0.0,27,4.0,12,0,1,0.0,0,8.0,5,5,10.0,4.0,2.0,2,0,0.0,0.3333333333333333,0.0,,3.375,1.0,1.25
2009-10,"Austin, Andrea",1,1.0,0,5.0,8,2,2,0.0,0,12.0,2,4,6.0,4.0,0.0,3,0,0.0,0.625,1.0,,0.0,12.0,6.0
2009-10,"Coberly, Jacee",26,0.0,294,20.0,77,4,32,15.0,23,59.0,15,19,34.0,21.0,14.0,41,7,1.0,0.2597402597402597,0.125,0.6521739130434783,11.307692307692308,2.269230769230769,1.3076923076923077
2009-10,"Ducy, Michelle",26,26.0,753,67.0,213,13,59,18.0,47,165.0,71,69,140.0,62.0,89.0,93,50,4.0,0.3145539906103286,0.22033898305084745,0.3829787234042553,28.96153846153846,6.346153846153846,5.384615384615385
2009-10,"Florian, Brandi",23,0.0,99,6.0,12,0,0,1.0,2,13.0,5,11,16.0,11.0,3.0,7,5,0.0,0.5,,0.5,4.304347826086956,0.5652173913043478,0.6956521739130435
