Player,Years,Seasons,GP,GS,Minutes,FGM,FGA,3PT,3PTA,FTM,FTA,PTS,OREB,DREB,REB,PF,AST,TO,STL,BLK,FG%,3PT%,FT%,MIN/G,PTS/G,REB/G
"Osborn, Taylor",1,2018-19,25.0,1.0,142.0,9.0,48.0,7.0,35.0,4.0,6.0,29.0,5.0,13.0,18.0,14.0,9.0,17.0,3.0,,0.1875,0.2,0.6666666666666666,5.68,1.16,0.72
"Osborn, Taylor",2,2018-19;2019-20,49.0,2.0,300.0,25.0,88.0,20.0,69.0,7.0,12.0,77.0,6.0,23.0,29.0,32.0,20.0,27.0,9.0,,0.2840909090909091,0.2898550724637681,0.5833333333333334,6.122448979591836,1.5714285714285714,0.5918367346938775
"Ozbun, Kristen",1,2009-10,26.0,26.0,800.0,134.0,356.0,39.0,115.0,49.0,63.0,356.0,44.0,80.0,124.0,50.0,43.0,33.0,38.0,7.0,0.37640449438202245,0.3391304347826087,0.7777777777777778,30.76923076923077,13.692307692307692,4.769230769230769
"Ozbun, Kristen",2,2009-10;2010-11,54.0,53.0,1759.0,266.0,741.0,82.0,233.0,131.0,191.0,745.0,76.0,169.0,245.0,108.0,99.0,123.0,74.0,14.0,0.358974358974359,0.351931330472103,0.6858638743455497,32.574074074074076,13.796296296296296,4.537037037037037
"Parker, Dana",1,2025-26,25.0,4.0,125.0,10.0,23.0,,1.0,2.0,2.0,22.0,4.0,19.0,23.0,13.0,4.0,8.0,3.0,4.0,0.43478260869565216,,1.0,5.0,0.88,0.92
"Payne, Laderricka",1,2025-26,6.0,,48.0,4.0,10.0,,,12.0,16.0,20.0,2.0,2.0,4.0,4.0,1.0,4.0,3.0,,0.4,,0.75,8.0,3.3333333333333335,0.6666666666666666
"Peters, Taylor",1,2011-12,1.0,,3.0,,3.0,,,,,,,,,,,,1.0,,,,,3.0,,
"Phillips, Arriyonn",1,2022-23,25.0,1.0,302.0,47.0,107.0,3.0,11.0,16.0,21.0,113.0,27.0,45.0,72.0,32.0,16.0,25.0,22.0,1.0,0.4392523364485981,0.2727272727272727,0.7619047619047619,12.08,4.52,2.88
"Pittas, Brittany",1,2011-12,27.0,5.0,611.0,108.0,300.0,46.0,147.0,54.0,73.0,316.0,22.0,39.0,61.0,46.0,30.0,50.0,38.0,3.0,0.36,0.3129251700680272,0.7397260273972602,22.62962962962963,11.703703703703704,2.259259259259259
"Pittas, Brittany",2,2011-12;2012-13,38.0,16.0,932.0,180.0,464.0,79.0,222.0,71.0,92.0,510.0,32.0,63.0,95.0,68.0,38.0,86.0,53.0,4.0,0.3879310344827586,0.35585585585585583,0.7717391304347826,24.526315789473685,13.421052631578947,2.5
"Poland, Stephanie",1,2009-10,24.0,24.0,508.0,45.0,133.0,,1.0,27.0,60.0,117.0,66.0,87.0,153.0,80.0,11.0,41.0,25.0,12.0,0.3383458646616541,,0.45,21.166666666666668,4.875,6.375
"Pomrenke, Carly",1,2023-24,10.0,,42.0,2.0,9.0,1.0,8.0,,,5.0,4.0,5.0,9.0,2.0,1.0,1.0,1.0,,0.2222222222222222,0.125,,4.2,0.5,0.9
"Pomrenke, Carly",2,2023-24;2024-25,24.0,1.0,155.0,8.0,29.0,3.0,22.0,1.0,2.0,20.0,10.0,28.0,38.0,10.0,5.0,6.0,4.0,,0.27586206896551724,0.13636363636363635,0.5,6.458333333333333,0.8333333333333334,1.5833333333333333
"Porter, Kt",1,2011-12,29.0,23.0,718.0,139.0,331.0,34.0,100.0,45.0,66.0,357.0,18.0,46.0,64.0,55.0,48.0,91.0,46.0,4.0,0.4199395770392749,0.34,0.6818181818181818,24.75862068965517,12.310344827586206,2.206896551724138
"Potter, Kristin",1,2018-19,27.0,,198.0,15.0,45.0,1.0,13.0,13.0,16.0,44.0,13.0,24.0,37.0,34.0,15.0,21.0,3.0,2.0,0.3333333333333333,0.07692307692307693,0.8125,7.333333333333333,1.6296296296296295,1.3703703703703705
"Potter, Kristin",2,2018-19;2020-21,45.0,1.0,316.0,22.0,64.0,2.0,21.0,13.0,16.0,59.0,14.0,39.0,53.0,49.0,15.0,32.0,4.0,4.0,0.34375,0.09523809523809523,0.8125,7.022222222222222,1.3111111111111111,1.1777777777777778
"Puttergill, Tayler",1,2011-12,29.0,27.0,606.0,105.0,269.0,10.0,42.0,47.0,71.0,267.0,48.0,105.0,153.0,72.0,22.0,62.0,22.0,8.0,0.3903345724907063,0.23809523809523808,0.6619718309859155,20.896551724137932,9.206896551724139,5.275862068965517
"Puttergill, Tayler",2,2011-12;2012-13,49.0,31.0,971.0,172.0,457.0,20.0,88.0,74.0,112.0,438.0,81.0,199.0,280.0,117.0,29.0,102.0,33.0,13.0,0.37636761487964987,0.22727272727272727,0.6607142857142857,19.816326530612244,8.938775510204081,5.714285714285714
"Raimondi, Bela",1,2018-19,30.0,20.0,567.0,44.0,152.0,18.0,83.0,23.0,27.0,129.0,24.0,17.0,41.0,64.0,22.0,36.0,29.0,3.0,0.2894736842105263,0.21686746987951808,0.8518518518518519,18.9,4.3,1.3666666666666667
"Reis, Lindsey",1,2010-11,1.0,1.0,21.0,4.0,8.0,1.0,4.0,3.0,3.0,12.0,,2.0,2.0,1.0,2.0,,2.0,,0.5,0.25,1.0,21.0,12.0,2.0
"Richardson, Cami",1,2016-17,30.0,30.0,938.0,114.0,253.0,29.0,91.0,83.0,112.0,340.0,54.0,149.0,203.0,70.0,113.0,103.0,52.0,21.0,0.4505928853754941,0.31868131868131866,0.7410714285714286,31.266666666666666,11.333333333333334,6.766666666666667
"Richardson, Cami",2,2016-17;2017-18,60.0,60.0,1809.0,212.0,511.0,64.0,194.0,154.0,209.0,642.0,88.0,282.0,370.0,137.0,194.0,183.0,100.0,39.0,0.41487279843444225,0.32989690721649484,0.7368421052631579,30.15,10.7,6.166666666666667
"Roberts, Brittany",1,2017-18,25.0,14.0,437.0,70.0,175.0,,,39.0,97.0,179.0,66.0,79.0,145.0,72.0,7.0,67.0,17.0,10.0,0.4,,0.4020618556701031,17.48,7.16,5.8
"Roberts, Brittany",2,2017-18;2018-19,54.0,42.0,1265.0,215.0,546.0,,,116.0,268.0,546.0,155.0,285.0,440.0,177.0,47.0,185.0,81.0,30.0,0.39377289377289376,,0.43283582089552236,23.425925925925927,10.11111111111111,8.148148148148149
"Roberts, Brittany",3,2017-18;2018-19;2019-20,84.0,72.0,2126.0,439.0,1019.0,,3.0,240.0,521.0,1118.0,263.0,551.0,814.0,280.0,115.0,311.0,136.0,56.0,0.4308145240431796,,0.46065259117082535,25.30952380952381,13.30952380952381,9.69047619047619
"Roberts, Brittany",4,2017-18;2018-19;2019-20;2020-21,109.0,97.0,2970.0,630.0,1442.0,,4.0,383.0,750.0,1643.0,369.0,846.0,1215.0,381.0,162.0,426.0,196.0,84.0,0.4368932038834951,,0.5106666666666667,27.24770642201835,15.073394495412844,11.146788990825687
"Roberts, Brittany",5,2017-18;2018-19;2019-20;2020-21;2021-22,140.0,126.0,3981.0,862.0,1907.0,,6.0,526.0,1018.0,2250.0,498.0,1182.0,1680.0,488.0,249.0,567.0,262.0,123.0,0.4520188778185632,,0.5166994106090373,28.435714285714287,16.071428571428573,12.0
"Robinson, Shireana",1,2009-10,26.0,14.0,645.0,98.0,250.0,1.0,6.0,39.0,76.0,236.0,65.0,80.0,145.0,66.0,16.0,43.0,16.0,12.0,0.392,0.16666666666666666,0.5131578947368421,24.807692307692307,9.076923076923077,5.576923076923077
"Rodgers , Gillian",1,2023-24,28.0,27.0,742.0,101.0,246.0,10.0,37.0,45.0,69.0,257.0,47.0,94.0,141.0,71.0,20.0,83.0,22.0,6.0,0.4105691056910569,0.2702702702702703,0.6521739130434783,26.5,9.178571428571429,5.035714285714286
"Rodgers , Gillian",2,2023-24;2024-25,56.0,54.0,1471.0,201.0,538.0,28.0,101.0,84.0,130.0,514.0,75.0,181.0,256.0,135.0,31.0,141.0,40.0,16.0,0.3736059479553903,0.27722772277227725,0.6461538461538462,26.267857142857142,9.178571428571429,4.571428571428571
"Rodgers , Gillian",3,2023-24;2024-25;2025-26,84.0,55.0,1798.0,264.0,701.0,51.0,188.0,109.0,164.0,688.0,92.0,218.0,310.0,172.0,42.0,173.0,45.0,25.0,0.37660485021398005,0.2712765957446808,0.6646341463414634,21.404761904761905,8.19047619047619,3.6904761904761907
"Rodgers, Gillian",1,2022-23,26.0,,322.0,38.0,101.0,,1.0,34.0,46.0,110.0,23.0,19.0,42.0,40.0,1.0,22.0,11.0,5.0,0.37623762376237624,,0.7391304347826086,12.384615384615385,4.230769230769231,1.6153846153846154
"Rodriguez, Scarlet",1,2018-19,6.0,,13.0,,1.0,,1.0,,2.0,,,,,2.0,2.0,1.0,,,,,,2.1666666666666665,,
"Rogers, Melissa",1,2023-24,1.0,,9.0,,5.0,,4.0,,,,1.0,,1.0,1.0,1.0,,,,,,,9.0,,1.0
"Rogers, Melissa",2,2023-24;2024-25,7.0,,21.0,,7.0,,4.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.5,3.0,0.14285714285714285,0.2857142857142857
"Rosa, Isabella",1,2025-26,22.0,18.0,302.0,38.0,94.0,,3.0,23.0,41.0,99.0,35.0,18.0,53.0,46.0,19.0,31.0,8.0,9.0,0.40425531914893614,,0.5609756097560976,13.727272727272727,4.5,2.409090909090909
"Rotering, Anneliese",1,2009-10,3.0,,3.0,,,,,,,,,,,,,,,,,,,1.0,,
"Saul, Katherine",1,2020-21,3.0,,4.0,,,,,,,,,,,1.0,,,,,,,,1.3333333333333333,,
"Savage, Chelsea",1,2012-13,9.0,,48.0,7.0,29.0,4.0,18.0,8.0,12.0,26.0,,2.0,2.0,1.0,3.0,,2.0,,0.2413793103448276,0.2222222222222222,0.6666666666666666,5.333333333333333,2.888888888888889,0.2222222222222222
"Schrag, Taylor",1,2011-12,23.0,,239.0,9.0,43.0,1.0,10.0,20.0,30.0,39.0,7.0,25.0,32.0,18.0,9.0,20.0,14.0,2.0,0.20930232558139536,0.1,0.6666666666666666,10.391304347826088,1.6956521739130435,1.391304347826087
"Schultehenrich, Molly",1,2019-20,16.0,,142.0,9.0,26.0,5.0,21.0,1.0,2.0,24.0,1.0,13.0,14.0,18.0,2.0,4.0,7.0,1.0,0.34615384615384615,0.23809523809523808,0.5,8.875,1.5,0.875
"Schultehenrich, Molly",2,2019-20;2020-21,24.0,,200.0,14.0,41.0,8.0,31.0,3.0,4.0,39.0,2.0,18.0,20.0,20.0,3.0,6.0,8.0,3.0,0.34146341463414637,0.25806451612903225,0.75,8.333333333333334,1.625,0.8333333333333334
"Sharp, Carley",1,2009-10,15.0,10.0,270.0,40.0,76.0,,,24.0,40.0,104.0,27.0,20.0,47.0,37.0,9.0,20.0,10.0,9.0,0.5263157894736842,,0.6,18.0,6.933333333333334,3.1333333333333333
"Shaw, Briana",1,2021-22,1.0,,2.0,,1.0,,1.0,,,,,,,,,,,,,,,2.0,,
"Shaw, Brianna",1,2020-21,3.0,,5.0,,4.0,,1.0,,,,,,,,2.0,,,,,,,1.6666666666666667,,
"Shaw, Brianna",2,2020-21;2022-23,5.0,,6.0,,4.0,,1.0,,,,,,,,2.0,,,,,,,1.2,,
"Short, Chandler",1,2012-13,28.0,,295.0,23.0,87.0,11.0,46.0,17.0,25.0,74.0,8.0,29.0,37.0,35.0,14.0,17.0,6.0,,0.26436781609195403,0.2391304347826087,0.68,10.535714285714286,2.642857142857143,1.3214285714285714
"Short, Chandler",2,2012-13;2013-14,59.0,,893.0,92.0,283.0,40.0,141.0,69.0,99.0,293.0,33.0,71.0,104.0,100.0,48.0,77.0,25.0,5.0,0.3250883392226148,0.28368794326241137,0.696969696969697,15.135593220338983,4.966101694915254,1.7627118644067796
"Simmons, TiJanae'",1,2021-22,30.0,10.0,644.0,101.0,324.0,65.0,216.0,35.0,47.0,302.0,15.0,83.0,98.0,38.0,42.0,32.0,22.0,6.0,0.3117283950617284,0.30092592592592593,0.7446808510638298,21.466666666666665,10.066666666666666,3.2666666666666666
"Slater, Whitney",1,2010-11,25.0,8.0,371.0,19.0,102.0,2.0,33.0,18.0,22.0,58.0,25.0,32.0,57.0,26.0,28.0,52.0,17.0,,0.18627450980392157,0.06060606060606061,0.8181818181818182,14.84,2.32,2.28
"Slater, Whitney",2,2010-11;2011-12,31.0,9.0,400.0,22.0,115.0,3.0,39.0,18.0,24.0,65.0,26.0,37.0,63.0,29.0,31.0,57.0,17.0,,0.19130434782608696,0.07692307692307693,0.75,12.903225806451612,2.096774193548387,2.032258064516129
"Sloan, Brooke",1,2009-10,25.0,1.0,165.0,22.0,83.0,17.0,67.0,10.0,14.0,71.0,3.0,9.0,12.0,14.0,10.0,16.0,3.0,1.0,0.26506024096385544,0.2537313432835821,0.7142857142857143,6.6,2.84,0.48
"Sloan, Brooke",2,2009-10;2010-11,44.0,1.0,306.0,37.0,164.0,31.0,137.0,13.0,20.0,118.0,6.0,19.0,25.0,20.0,15.0,25.0,7.0,1.0,0.22560975609756098,0.22627737226277372,0.65,6.954545454545454,2.6818181818181817,0.5681818181818182
"Smart, Georgia",1,2014-15,30.0,12.0,518.0,61.0,153.0,1.0,11.0,53.0,92.0,176.0,53.0,78.0,131.0,86.0,23.0,73.0,10.0,26.0,0.39869281045751637,0.09090909090909091,0.5760869565217391,17.266666666666666,5.866666666666666,4.366666666666666
"Smart, Georgia",2,2014-15;2015-16,59.0,25.0,1028.0,134.0,328.0,3.0,14.0,97.0,161.0,368.0,116.0,137.0,253.0,151.0,40.0,117.0,24.0,52.0,0.40853658536585363,0.21428571428571427,0.6024844720496895,17.423728813559322,6.237288135593221,4.288135593220339
"Smart, Sunny",1,2013-14,31.0,,666.0,69.0,223.0,50.0,158.0,46.0,56.0,234.0,24.0,99.0,123.0,42.0,43.0,43.0,23.0,5.0,0.3094170403587444,0.31645569620253167,0.8214285714285714,21.483870967741936,7.548387096774194,3.967741935483871
"Smart, Sunny",2,2013-14;2014-15,61.0,30.0,1687.0,197.0,593.0,132.0,425.0,107.0,140.0,633.0,68.0,266.0,334.0,111.0,114.0,120.0,63.0,14.0,0.33220910623946037,0.31058823529411766,0.7642857142857142,27.65573770491803,10.37704918032787,5.475409836065574
"Smart, Sunny",3,2013-14;2014-15;2015-16,91.0,55.0,2417.0,263.0,806.0,175.0,587.0,137.0,181.0,838.0,91.0,345.0,436.0,170.0,131.0,154.0,77.0,17.0,0.326302729528536,0.2981260647359455,0.7569060773480663,26.560439560439562,9.208791208791208,4.791208791208791
"Smith, Kennedy",1,2024-25,14.0,7.0,272.0,44.0,110.0,,,34.0,59.0,122.0,51.0,56.0,107.0,44.0,2.0,24.0,11.0,3.0,0.4,,0.576271186440678,19.428571428571427,8.714285714285714,7.642857142857143
"Smith, Naomi",1,2021-22,2.0,,4.0,,1.0,,,,,,1.0,1.0,2.0,2.0,1.0,1.0,,,,,,2.0,,1.0
"Smith, Naomi",2,2021-22;2022-23,3.0,,6.0,1.0,4.0,,,,,2.0,1.0,1.0,2.0,2.0,1.0,1.0,,,0.25,,,2.0,0.6666666666666666,0.6666666666666666
"Solano, Nikki",1,2009-10,1.0,,,,,,,,,,,,,,,,,,,,,,,
"Spottedtail, Neola",1,2018-19,1.0,,3.0,,,,,,,,,,,1.0,,,,,,,,3.0,,
"Starr , Taylor",1,2022-23,1.0,,5.0,1.0,1.0,1.0,1.0,,,3.0,,3.0,3.0,,,1.0,,,1.0,1.0,,5.0,3.0,3.0
"Starr , Taylor",2,2022-23;2023-24,29.0,28.0,643.0,19.0,69.0,10.0,32.0,2.0,8.0,50.0,20.0,74.0,94.0,20.0,36.0,88.0,17.0,3.0,0.2753623188405797,0.3125,0.25,22.17241379310345,1.7241379310344827,3.2413793103448274
"Stevenson, Lynix",1,2025-26,16.0,,46.0,3.0,18.0,,,1.0,2.0,7.0,3.0,7.0,10.0,8.0,,5.0,3.0,3.0,0.16666666666666666,,0.5,2.875,0.4375,0.625
"Tease, Amarion",1,2024-25,23.0,8.0,332.0,43.0,128.0,10.0,39.0,24.0,40.0,120.0,9.0,52.0,61.0,37.0,17.0,31.0,16.0,5.0,0.3359375,0.2564102564102564,0.6,14.434782608695652,5.217391304347826,2.652173913043478
"Teeters, Jamie",1,2009-10,25.0,3.0,351.0,21.0,85.0,,20.0,14.0,41.0,56.0,22.0,51.0,73.0,27.0,23.0,37.0,17.0,,0.24705882352941178,,0.34146341463414637,14.04,2.24,2.92
"Tejero, Brenda",1,2013-14,7.0,,24.0,4.0,6.0,4.0,6.0,1.0,3.0,13.0,,1.0,1.0,5.0,1.0,1.0,,,0.6666666666666666,0.6666666666666666,0.3333333333333333,3.4285714285714284,1.8571428571428572,0.14285714285714285
"Tejero, Brenda",2,2013-14;2014-15,17.0,,79.0,7.0,18.0,7.0,17.0,2.0,5.0,23.0,2.0,10.0,12.0,10.0,2.0,8.0,3.0,1.0,0.3888888888888889,0.4117647058823529,0.4,4.647058823529412,1.3529411764705883,0.7058823529411765
"Tims, Asya",1,2018-19,30.0,29.0,817.0,85.0,222.0,21.0,66.0,109.0,153.0,300.0,54.0,64.0,118.0,76.0,61.0,81.0,40.0,3.0,0.38288288288288286,0.3181818181818182,0.7124183006535948,27.233333333333334,10.0,3.933333333333333
"Turner, Tecie",1,2009-10,6.0,,24.0,1.0,8.0,,1.0,1.0,3.0,3.0,3.0,2.0,5.0,3.0,,3.0,,,0.125,,0.3333333333333333,4.0,0.5,0.8333333333333334
"Upchurch, Kenajah",1,2019-20,30.0,8.0,405.0,39.0,122.0,5.0,29.0,16.0,45.0,99.0,24.0,41.0,65.0,66.0,16.0,27.0,30.0,4.0,0.319672131147541,0.1724137931034483,0.35555555555555557,13.5,3.3,2.1666666666666665
"Upchurch, Kenajah",2,2019-20;2020-21,40.0,13.0,599.0,66.0,179.0,6.0,32.0,19.0,55.0,157.0,35.0,56.0,91.0,102.0,29.0,48.0,45.0,9.0,0.3687150837988827,0.1875,0.34545454545454546,14.975,3.925,2.275
"Valdez, Dominique",1,2024-25,1.0,,2.0,,,,,,,,,,,1.0,,,,,,,,2.0,,
"Van Donselaar, Emma",1,2016-17,24.0,,352.0,28.0,70.0,3.0,15.0,44.0,60.0,103.0,15.0,31.0,46.0,36.0,15.0,31.0,14.0,1.0,0.4,0.2,0.7333333333333333,14.666666666666666,4.291666666666667,1.9166666666666667
"Van Donselaar, Emma",2,2016-17;2017-18,44.0,8.0,713.0,55.0,142.0,4.0,22.0,65.0,94.0,179.0,33.0,69.0,102.0,69.0,27.0,55.0,26.0,3.0,0.3873239436619718,0.18181818181818182,0.6914893617021277,16.204545454545453,4.068181818181818,2.3181818181818183
"Verdieck, Tori",1,2010-11,23.0,19.0,436.0,37.0,85.0,,,57.0,80.0,131.0,42.0,65.0,107.0,78.0,1.0,34.0,10.0,17.0,0.43529411764705883,,0.7125,18.956521739130434,5.695652173913044,4.6521739130434785
"Verdieck, Tori",2,2010-11;2011-12,35.0,19.0,523.0,42.0,97.0,,,63.0,92.0,147.0,47.0,79.0,126.0,95.0,3.0,46.0,13.0,23.0,0.4329896907216495,,0.6847826086956522,14.942857142857143,4.2,3.6
"Verdieck, Tori",3,2010-11;2011-12;2012-13,37.0,19.0,527.0,42.0,98.0,,,63.0,92.0,147.0,47.0,79.0,126.0,97.0,3.0,46.0,13.0,23.0,0.42857142857142855,,0.6847826086956522,14.243243243243244,3.972972972972973,3.4054054054054053
"Ward , Katy",1,2025-26,2.0,1.0,16.0,1.0,2.0,,1.0,2.0,2.0,4.0,,,,1.0,2.0,,1.0,,0.5,,1.0,8.0,2.0,
"Watson, Faith",1,2023-24,6.0,,51.0,3.0,9.0,,,,,6.0,3.0,5.0,8.0,10.0,3.0,1.0,5.0,,0.3333333333333333,,,8.5,1.0,1.3333333333333333
"Watts, Kelli",1,2009-10,22.0,1.0,155.0,14.0,47.0,10.0,27.0,3.0,5.0,41.0,5.0,11.0,16.0,12.0,8.0,14.0,1.0,,0.2978723404255319,0.37037037037037035,0.6,7.045454545454546,1.8636363636363635,0.7272727272727273
"Weaver, Kassidy",1,2019-20,1.0,,9.0,1.0,3.0,,,,,2.0,,5.0,5.0,2.0,1.0,3.0,,1.0,0.3333333333333333,,,9.0,2.0,5.0
"Weaver, Kassidy",2,2019-20;2020-21,5.0,,20.0,3.0,6.0,1.0,1.0,,,7.0,2.0,9.0,11.0,2.0,1.0,3.0,,1.0,0.5,1.0,,4.0,1.4,2.2
"Weaver, Kassidy",3,2019-20;2020-21;2021-22,8.0,,25.0,4.0,7.0,1.0,1.0,,,9.0,3.0,10.0,13.0,3.0,1.0,3.0,1.0,1.0,0.5714285714285714,1.0,,3.125,1.125,1.625
"Weaver, Kassidy",4,2019-20;2020-21;2021-22;2022-23,25.0,1.0,140.0,11.0,27.0,2.0,2.0,4.0,8.0,28.0,11.0,17.0,28.0,18.0,2.0,8.0,6.0,1.0,0.4074074074074074,1.0,0.5,5.6,1.12,1.12
"Weisenburger, Brooke",1,2009-10,27.0,25.0,717.0,73.0,241.0,34.0,115.0,17.0,29.0,197.0,32.0,55.0,87.0,42.0,72.0,77.0,34.0,1.0,0.3029045643153527,0.2956521739130435,0.5862068965517241,26.555555555555557,7.296296296296297,3.2222222222222223
"Weisenburger, Brooke",2,2009-10;2010-11,54.0,52.0,1578.0,128.0,463.0,57.0,226.0,68.0,102.0,381.0,63.0,139.0,202.0,110.0,142.0,172.0,71.0,8.0,0.27645788336933047,0.252212389380531,0.6666666666666666,29.22222222222222,7.055555555555555,3.740740740740741
"Weisenburger, Brooke",3,2009-10;2010-11;2011-12,83.0,81.0,2273.0,169.0,588.0,65.0,273.0,104.0,148.0,507.0,89.0,199.0,288.0,164.0,199.0,238.0,95.0,9.0,0.28741496598639454,0.23809523809523808,0.7027027027027027,27.3855421686747,6.108433734939759,3.4698795180722892
"Wells, Ja'Kia",1,2020-21,25.0,3.0,503.0,49.0,114.0,5.0,19.0,37.0,75.0,140.0,40.0,77.0,117.0,50.0,23.0,30.0,36.0,8.0,0.4298245614035088,0.2631578947368421,0.49333333333333335,20.12,5.6,4.68
"Wells, Ja'Kia",2,2020-21;2021-22,56.0,33.0,1235.0,118.0,289.0,12.0,41.0,69.0,130.0,317.0,113.0,166.0,279.0,120.0,60.0,68.0,77.0,31.0,0.4083044982698962,0.2926829268292683,0.5307692307692308,22.053571428571427,5.660714285714286,4.982142857142857
"White, Riley",1,2013-14,26.0,,290.0,18.0,48.0,,,23.0,40.0,59.0,20.0,52.0,72.0,39.0,7.0,28.0,7.0,8.0,0.375,,0.575,11.153846153846153,2.269230769230769,2.769230769230769
"White, Sonerka",1,2017-18,29.0,21.0,630.0,138.0,373.0,43.0,157.0,70.0,109.0,389.0,22.0,74.0,96.0,71.0,40.0,74.0,43.0,4.0,0.3699731903485255,0.27388535031847133,0.6422018348623854,21.724137931034484,13.413793103448276,3.310344827586207
"White, Sonerka",2,2017-18;2018-19,38.0,30.0,841.0,173.0,486.0,53.0,203.0,108.0,174.0,507.0,25.0,116.0,141.0,99.0,53.0,104.0,60.0,4.0,0.3559670781893004,0.26108374384236455,0.6206896551724138,22.13157894736842,13.342105263157896,3.710526315789474
"Whitley, Emily",1,2018-19,3.0,1.0,17.0,4.0,10.0,,,,,8.0,,2.0,2.0,2.0,,1.0,,,0.4,,,5.666666666666667,2.6666666666666665,0.6666666666666666
"Wilburn, Trachell",1,2013-14,9.0,,31.0,1.0,2.0,,,1.0,4.0,3.0,2.0,2.0,4.0,5.0,,3.0,3.0,,0.5,,0.25,3.4444444444444446,0.3333333333333333,0.4444444444444444
"Williams-Woodmore, Amyah",1,2025-26,25.0,19.0,397.0,38.0,105.0,1.0,11.0,36.0,62.0,113.0,32.0,55.0,87.0,35.0,14.0,44.0,18.0,6.0,0.3619047619047619,0.09090909090909091,0.5806451612903226,15.88,4.52,3.48
"Wilson, Georgia",1,2014-15,2.0,,4.0,,1.0,,,,,,,,,,,1.0,,,,,,2.0,,
"Woods, Devyn",1,2022-23,1.0,,15.0,,5.0,,4.0,,,,,,,2.0,,,,,,,,15.0,,
"Young, Lauren",1,2023-24,20.0,,108.0,12.0,24.0,,,12.0,17.0,36.0,9.0,32.0,41.0,7.0,1.0,9.0,4.0,3.0,0.5,,0.7058823529411765,5.4,1.8,2.05
"Young, Lauren",2,2023-24;2024-25,46.0,2.0,366.0,55.0,121.0,,,30.0,49.0,140.0,38.0,72.0,110.0,30.0,14.0,30.0,14.0,8.0,0.45454545454545453,,0.6122448979591837,7.956521739130435,3.0434782608695654,2.391304347826087
"Young, Lauren",3,2023-24;2024-25;2025-26,56.0,2.0,417.0,60.0,138.0,,,34.0,54.0,154.0,42.0,78.0,120.0,37.0,15.0,33.0,17.0,8.0,0.43478260869565216,,0.6296296296296297,7.446428571428571,2.75,2.142857142857143
"Zimmerman, Brooke",1,2016-17,30.0,25.0,505.0,42.0,108.0,,,9.0,29.0,93.0,33.0,96.0,129.0,76.0,9.0,44.0,15.0,11.0,0.3888888888888889,,0.3103448275862069,16.833333333333332,3.1,4.3
"Zimmerman, Brooke",2,2016-17;2017-18,56.0,25.0,805.0,71.0,165.0,,,20.0,51.0,162.0,65.0,157.0,222.0,127.0,24.0,66.0,22.0,19.0,0.4303030303030303,,0.39215686274509803,14.375,2.892857142857143,3.9642857142857144
Valecia Kelly,3,,,,,,,,,,,,,,818.0,,,,,,,,,,,
Ann Williams,2,,,,,,,,,,,,,,561.0,,,,,,,,,,,
Carol Zink,4,,,,,685.0,1430.0,,,,,,,,,,,,,,0.479020979020979,,,,,
Tracy Parks,3,,,,,404.0,,117.0,343.0,,,,,,,,,,,,,0.34110787172011664,,,,
April Woody,3,,,,,,901.0,,,,,,,,,,,,,,,,,,,
Susan Sundahl,2,,,,,353.0,845.0,,,,,,,,,,,,,,0.41775147928994083,,,,,
Jamie Sims Brewer,2,,,,,,,,,,,,,,,,173.0,,,,,,,,,
April Bryley,2,,,,,,,,,,,,,,,,154.0,,,,,,,,,
Sharla Odhams,3,,,,,,,,,,,,,,,,199.0,,,,,,,,,
Sharla Odhams,2,,,,,,,,,,,,,,,,,,202.0,,,,,,,
